-4.170460437934427889e-01 1.310445156671565581e+00 1.527307478405880437e+00 -2.064009522131022845e+00 1.680900949014598966e+00 6.834149166075387249e-02 1.240232036127255494e-01
-2.495364169184690617e-01 -7.752181838687393078e-01 2.182330373109711563e-01 -1.079611226383955513e-01 1.888943681842565780e+00 -1.836356466445556057e+00 2.576907786815759493e+00
9.436773548390690047e-01 -1.010160419390563780e+00 -8.483706485050014345e-01 -1.195327332253862007e+00 -6.562600724180519540e-01 2.307274961901716104e+00 -1.680611197679876101e+00
-7.663106382149386109e-01 5.739050774167133578e-02 5.891071894132562381e-01 1.279149356177434527e+00 -1.338910300890240546e+00 -1.237692718786457702e+00 3.011736620200927472e+00
2.082287310833186023e-01 7.668579086098878950e-01 1.285831218262611486e+00 -2.250245213609102901e+00 6.919098635196385683e-01 1.505507905978247685e+00 -1.460807115249991739e+00
1.408722925041899554e+00 2.453233327814263731e-01 -1.218869611952762666e+00 3.973292963696704039e-01 -3.187819203925392197e-01 1.114921020974417809e+00 1.144844631381429778e+00
-1.489104010486907104e+00 1.109806589951220501e-01 3.351725939616614358e-01 -7.525992005143757879e-01 -1.245394997162535100e+00 3.615328945753178980e-01 5.596417651045385022e-02
-1.475808533331753436e+00 -1.330984415619407502e+00 -1.690727402527621548e+00 1.441974380847259374e+00 -2.209583790830810024e+00 8.205169839594728121e-01 -1.276407583925553313e+00
9.908463167633210222e-01 -1.327826929959905700e+00 -1.260723126831138075e+00 2.431418467508897674e+00 -1.727151816131123230e+00 -1.852273293779161945e-01 1.140981700376325847e+00
-8.832304261094982012e-01 -1.083865873137074276e-01 -3.322842771383182070e-01 1.668148460498374841e-01 3.534571150028366637e-01 8.024605326646929715e-01 -6.390226610363426429e-01
-3.661838757557614454e-01 -1.654443302327128107e+00 -1.441528887401375414e+00 2.363840262095655564e+00 -2.293041520948031042e+00 4.264251001800422602e-01 1.159003419603685581e+00
-1.534705033023412213e+00 2.728633863484818955e-01 9.254200617793588712e-01 -6.568157148704323323e-01 2.568482864946602939e-01 -1.496036913997088325e-01 8.530555165894846414e-01
-3.515755111385603371e-01 -1.580829129312234238e-01 1.242889920047648700e-01 1.349691867559065228e+00 2.027226839903625288e-01 -2.631122890783138324e+00 1.621856418123969412e+00
6.399181149851065342e-01 -1.393980635550434943e+00 -7.962464967164595286e-01 5.286874617866521575e-01 -2.973154554911358605e-01 4.283955405422077978e-01 9.171030760663109183e-01
6.892391666626596081e-01 -7.344938966023257798e-01 -1.945273800544527809e+00 7.441634892981869864e-01 -1.761319412154662700e+00 1.092172451147517043e+00 -6.761291427760218742e-01
7.572523652762919166e-01 -8.129053612431053066e-01 -1.621660544554275774e+00 2.257835148602050701e+00 -1.991681097028778824e+00 1.307205878140863309e+00 -2.289837873417894520e-01
-1.430549770319806457e+00 7.984113924445869204e-01 2.086977643819694528e+00 -2.496027631453662021e+00 3.092647674590823126e+00 -7.955733190101972330e-01 1.267466158070091886e-01
-4.288792989331929872e-01 8.019915715138973278e-01 -1.944046319033836401e-01 4.389648696563724917e-01 -9.248475790729415724e-01 2.471797099817162890e-01 -2.919649762277710670e-01
-6.850118577799637620e-01 3.461722298031825740e-01 1.305403003662163552e+00 -7.073762224045708757e-01 1.075832267766896999e+00 -2.470558641889833984e-01 1.629936817568741647e+00
-1.256408640545847721e-01 -1.880990656831517338e+00 -1.798377472721048642e+00 2.968724560162082859e+00 -1.338309539674974680e+00 -1.533437341914250240e-01 6.721850550587080697e-01
1.144587239718366289e+00 -8.940072976339736854e-01 -1.685184742108572609e+00 2.719576934451222172e-01 -1.269754034307123636e+00 2.117169645373408127e+00 -1.619467626141576133e+00
3.272097858561580641e-01 -1.189432282090317150e+00 -7.974973295118337191e-01 1.871307906164921375e+00 -1.601171242130091654e+00 6.335026396193443876e-01 1.884491535025712150e-01
-1.367274404770336405e-01 -1.928960113496954065e+00 -1.556567493548564274e+00 1.761703308070823315e+00 -3.278054273089658910e+00 2.335000890963895070e+00 5.488961343678255833e-01
1.791939125264181698e-01 1.878455197158880763e+00 5.405637893835107954e-01 2.610748537604595798e-01 5.790267556506938362e-01 3.865452305656591481e-01 6.263508764913563454e-01
9.689770722248681745e-01 -9.569390641257646823e-01 -1.102118414119082956e+00 2.023387609489866179e+00 -1.338946344371509944e+00 -1.114650426012069317e+00 -7.575040053972867948e-01
5.870090433042597124e-03 4.374217692757189080e-01 1.526208213624876464e+00 -3.010668001132621452e-01 1.439298113301645365e+00 -2.437391983602368750e+00 1.905025510950211665e+00
5.905054416431730901e-01 -1.377317783856125466e+00 -8.477908599649088828e-01 -7.590916314625445471e-01 6.435627742122418393e-02 7.583433860044958008e-01 -1.052516692338231863e+00
-3.924763735193494973e-01 2.563149010156539134e-02 1.348967317792090004e+00 -2.368193988103725278e+00 1.018359038038358921e-01 -2.594791675372174478e-01 2.029770514124191294e+00
3.591146720729448266e-02 -3.756034211301472192e-01 4.506836680507324000e-01 -1.957924863522372938e+00 1.261926353737307771e+00 -1.732673758472680348e-02 -2.847243577834304151e+00
-3.307549529527762378e-01 5.162748065303679121e-03 -6.409392332556667071e-01 7.710513811162937881e-01 -4.620962218478549821e-01 6.876201231527383495e-01 7.645535879608391649e-01
8.087760735049444039e-01 1.307195765223654549e+00 4.559844254901128657e-01 -1.069566692264061647e+00 2.156274490770866414e+00 -8.568824409576615286e-01 -2.714566075103186371e-01
5.331094434234214668e-02 1.401493752278664129e+00 1.574119089773283298e+00 3.001332146597335271e-01 4.266172742953769914e-01 -3.155890481757283261e+00 2.957650869940986915e+00
-1.318902008683308535e+00 -9.249424427561203643e-01 1.160021205023831214e+00 -1.753624856898735818e+00 1.818819105323837171e+00 3.824421805568919419e-01 -5.806042039622618667e-01
-1.079780695422024595e+00 -8.392312027681523290e-01 1.176372405161282719e+00 -1.748547336305481537e+00 1.455723114459442025e+00 -1.854096045723754305e+00 7.211651395014415655e-01
-3.759682738582600381e-01 1.236980685341160457e+00 1.300161011073401873e+00 -6.772900258711902488e-01 6.241990406920094880e-01 1.516510151944719942e-01 7.667710202019862864e-01
1.487267672683780517e-01 2.146206430890143402e+00 2.179005331853545169e-01 6.994626962415522176e-01 -4.220292037463882484e-01 1.469462473694798654e-01 -6.183134248318582493e-01
1.814918841353381218e+00 -3.199974889586117976e-01 -2.234165034912910297e+00 2.956886514299980728e+00 -3.371878405999516826e+00 1.531419192888298308e+00 2.183222978245363821e-01
5.524989351276494709e-01 1.369001195819949057e+00 1.100441808307233371e+00 -3.611335318230960434e-01 -8.410963647787630393e-01 -1.644343926725664040e-01 1.626364476955844740e+00
-5.392249467038371380e-01 -4.068081662775384078e-01 -2.647083686301012762e-01 1.543622619563850940e+00 6.657847109987413692e-01 -1.011873372728735232e+00 -1.647476184945496192e+00
9.270511213225731684e-01 2.023541540080516565e+00 -2.762596966371878571e-01 -3.415261629908604157e-01 -1.303902234149345141e+00 7.955056897689956052e-01 -1.505910271270595735e-01
1.198886681922931796e+00 9.768810951792389341e-01 3.362112890337940474e-01 -3.699204679839251386e-01 2.318696085364569281e+00 -1.530692422074943604e+00 -3.970825358820119777e-01
1.796778711581261539e-02 7.427038643445416088e-01 1.767534285646585435e+00 -7.642739741735301573e-01 -1.345902514827924890e+00 -2.750540146455852097e-01 -2.287066397961252662e-01
1.015882410137573189e+00 -4.050317796726135566e-01 7.595009020167466929e-01 -1.755091128375633192e-01 -1.777761931231842452e+00 4.022633706238787354e-03 1.124040151580825597e+00
-1.184306508995856877e+00 1.136090932355827698e+00 7.343317311834147709e-01 6.874169997283607891e-01 1.342591138794696715e+00 -2.376888069749054200e+00 9.662193323793154542e-01
1.764118990286069000e+00 -2.957298134127244182e-01 -1.210371747850756075e+00 2.129561529809739895e+00 -7.488332503895138714e-01 1.945226294941546641e+00 -6.264867799457479736e-01
-7.678632667308947779e-01 -1.075892148659169378e-01 6.298386856036203296e-01 1.090045644923632873e-01 -7.783506943233989839e-01 -4.917184585358886362e-01 5.821734763471709817e-01
2.611598849063617722e-01 1.259819888076438854e+00 1.257128144280381887e+00 -1.138095042210519825e+00 6.066097082939310159e-01 3.525194779455966820e-01 -1.214476792558513596e+00
-1.485867061298287384e+00 -4.431262189209041469e-01 1.950253656200703123e+00 -1.602411905228610101e+00 2.413146900928516914e+00 -1.409840928965624851e+00 9.156758432160876371e-01
4.639126429139876495e-01 9.768333716032338021e-01 4.210028342841034554e-01 -6.210836746302097477e-01 -4.543899014031733685e-01 4.686151432335432521e-01 -6.675586740313632639e-01
6.840957154525507677e-01 -2.594194161792968134e-01 4.303714019332124385e-01 -5.607580943635812609e-01 1.492737641341244537e+00 2.190657942965669402e+00 2.372387201000200618e-01
-2.386888846909316797e+00 1.292089397629186065e+00 2.528540075452021973e+00 -3.867328716416407630e+00 3.178734696322742970e+00 8.957042368656242814e-03 1.378165582774764530e+00
-7.486139067785583731e-03 -8.021328635961721965e-01 -1.372181090861988029e-01 -2.020274174929285405e+00 2.302319391774244828e+00 -2.505220074817244291e-01 -7.153336864685531093e-01
-5.469210735779249655e-01 -1.826034378812849246e+00 -1.064072015149993167e+00 2.818774956093129447e+00 -2.231302253385707424e+00 -1.365124695825638002e+00 -8.221578379734381103e-01
4.748916183307378969e-01 5.873689081816672042e-01 9.408878375207532230e-01 7.310469207006609071e-01 -2.282813914063851257e+00 -1.352258676353360389e+00 8.715444850318818659e-01
-1.531452768699798517e+00 1.430000850900775111e+00 2.287543481452863681e+00 -3.213022643258795608e+00 1.218904426244968642e+00 -1.053114528387804283e+00 1.000851650790528735e+00
1.922596714812467633e+00 4.715495102889360468e-01 2.032545433921876032e+00 -7.832411956888696292e-01 -5.885878337779315572e-03 -7.058752118850118995e-01 1.301806524024990086e+00
-1.456917537276501418e-01 -5.605247400907573813e-02 -1.005620881105721676e+00 8.442999203349704773e-01 -1.617649624065406799e+00 1.044214483697252671e+00 -9.528039616932726386e-01
-3.031466200020040969e-01 -3.840819546177687838e-01 8.075585999996223174e-01 -1.930853017681972261e+00 2.144108345276109162e+00 -1.727032212736364425e+00 -7.625178292093438559e-01
-9.095753056398195868e-01 1.681358142809928014e+00 1.137035944858182379e+00 -5.510450605068497598e-01 3.924909549360078853e-01 3.478879559974228375e-01 1.169573803416881219e+00
1.007704609593258693e+00 -9.105326467821306391e-02 -1.041438792814430858e+00 9.720420181411550953e-01 -2.129065024034816567e+00 1.494890245702544140e+00 6.490438569745826669e-01
1.596536109590227293e+00 9.432652379218003924e-01 2.474632434420783733e-01 -3.603665430591649343e-01 -1.237070582755824599e+00 1.418885246663617483e+00 6.581696183395226996e-01
-1.290272980471278919e+00 -1.221108127560094125e+00 6.230058815378800574e-01 -8.229372429793566646e-01 -4.547766984435201998e-01 8.815501290914193877e-01 -3.689202918390769859e-01
-5.083581779791591648e-01 9.556602076948549351e-01 2.439453556209266072e+00 -3.680728151558422923e+00 2.216097054363313390e+00 1.068887063588942254e+00 3.440502218492424991e-01
9.322359188292164145e-01 7.778485562715219404e-01 -1.724682837259207790e+00 1.304827198894588314e+00 -9.567418057953486210e-01 1.302773167060254478e+00 -1.033550177893497235e+00
4.952391112585083910e-01 -9.216311866840757316e-01 -1.606761436689899236e+00 2.201983465835243070e+00 3.607509864375144648e-01 -6.902704169647945198e-01 1.496175642863815547e+00
-7.973252000148817187e-01 1.608822379826257976e+00 5.176623487545011670e+00 -5.372831828008080457e+00 5.837639869744642773e+00 -2.319519066823134246e+00 -2.759049427268511767e-02
2.489513179909832452e-01 -1.841846507561370472e-01 6.311348108113923328e-01 -1.302717143701597191e+00 2.310415860540440569e+00 -1.109793593299838621e+00 -2.193182552525170526e-01
9.960275661329300867e-01 -1.897307104498099362e+00 -1.079065164864766668e+00 7.080039082008411366e-01 -5.085975651525891372e-01 -9.239672804409628792e-01 1.854050866711478784e+00
-8.984136741539985316e-01 -5.859291592941456850e-01 4.272100753745502466e-01 -1.003149218510266394e+00 1.781249988263358119e-01 -7.630023914758612413e-01 -1.079762204778687451e+00
5.353444025635782921e-01 1.701171251904246007e-01 -4.723123861644527022e-01 1.304164959135132307e+00 -5.783531961223844498e-01 7.361934280256394736e-01 1.478127761492388448e+00
1.082090808599051490e+00 -1.436494053787680802e-01 1.522844639829993962e+00 -6.970937258001175252e-01 -1.162086556878407784e+00 6.204371469456679833e-01 -1.873547854565094095e-01
9.256435773113869114e-02 1.911385749228294850e+00 -1.141114886660914429e-01 -5.983694525053588897e-01 4.367370623144155029e-01 -4.306513690993590826e-02 -7.716952473563956083e-01
-6.354314049236732265e-01 1.221032941215124401e+00 4.643694160099693935e-01 -5.866824511881436610e-01 1.026354287729680514e-03 6.208042883682101110e-01 -9.062446626470586075e-01
