1.391511009187654579e+00 1.340843028835504214e+01 8.307206429206712528e+01
1.557301934684321154e-01 5.275235641717594959e+00 3.398594048027693049e+01
-4.329980525307323691e-01 -4.716464863165104049e-02 -2.576556535883582022e+00
-6.742840490831029099e-01 -7.270386633661394260e-01 -4.704152769985543436e+00
2.551222443399888129e-01 8.690835659558787896e+00 5.585710629138246475e+01
-4.291080028270572583e-03 8.795974967487122598e+00 5.590110831131281088e+01
1.068353438079266832e-01 -2.173368035837725998e+01 -1.381917975198822148e+02
5.913980370259414032e-01 -1.093538077230724426e+01 -7.015213171026856287e+01
8.658500095424650489e-01 2.706007696854078937e+00 1.744986035463245599e+01
5.029875854183257777e-01 -3.662487265238683065e-01 -3.282387753678369435e+00
1.122100505847586138e+00 8.333261406876328437e+00 5.273888288715219375e+01
1.247563506178937631e+00 1.280318379781788529e+01 8.214581246828427652e+01
-8.448707136785476024e-01 -1.313209995391484242e+01 -8.411186472137391945e+01
-5.898607462658305156e-01 -2.868641054392051082e+00 -1.761490833557153124e+01
-4.339489092667167536e-01 1.018849680853238659e+01 6.450752567696866890e+01
-8.040232931561999141e-01 6.889587357591908656e+00 4.505012376206553881e+01
5.579052971815352535e-01 -2.597881414143801582e+00 -1.730968962798437971e+01
7.769861535090208937e-01 -2.885423777320403449e+00 -1.884596358394425764e+01
-3.970069169475102244e-01 6.341843485308649164e+00 4.261463157100861565e+01
6.200802344981185543e-01 -5.528342917055894645e+00 -3.613315893426919700e+01
1.423944569515563696e+00 1.124443227248014487e+00 6.130050939522135423e+00
-7.364815123008763287e-01 1.049616003887701687e+01 6.634721693131605491e+01
-7.050753457492774379e-01 -1.183173342867817013e+01 -7.522664140649813191e+01
-3.203656460132646711e-01 -1.105071458182279009e+01 -7.158755148785560607e+01
-6.067145460779274080e-01 7.023399102105088332e+00 4.370887644156289298e+01
-6.751338424713612119e-01 -6.132811092792220364e+00 -3.829926116538391767e+01
-6.146997390342702206e-01 -1.239180411459149589e+00 -8.650133849450567070e+00
1.545179709759391784e+00 -1.218189492408309782e+01 -7.850992109103891892e+01
5.367752614914843567e-01 -1.231700145505587596e+00 -9.024131356137417015e+00
1.058670689021568467e+00 3.453672377724060105e+00 2.332850482380390034e+01
6.028163303096899517e-01 4.701060403901776041e+00 3.331922668695489875e+01
-8.186354322089614000e-01 5.999551940207855871e+00 3.765783568358954625e+01
-1.208848259010810500e+00 -1.131987196613686564e+01 -7.141485770472237959e+01
-1.629839347966933083e+00 -3.872555413237701138e+00 -2.557327171849940939e+01
-2.124701406946120308e+00 -3.269931586786960054e+00 -2.063617338216711872e+01
-1.673509068711634518e+00 -7.470685729403436781e-02 -4.450326404622292897e-01
2.669024829959091849e-01 7.664071431941708923e+00 5.012801358771461935e+01
1.730365463295588935e-01 3.917228760761189754e+00 2.539448207954860948e+01
-1.400961130395932119e-01 -3.775188847797493752e-01 -2.443116720282947796e+00
-3.387345960976583664e-02 1.984748441585618250e+00 1.081686098020491471e+01
-2.610981377124344527e-01 7.286167790290591029e+00 4.728392158519555721e+01
-1.087363029576329909e+00 -1.528530445503768487e+00 -1.006096849276607763e+01
9.616614063384525402e-01 6.287624901161418478e+00 3.874227493702346692e+01
2.251385113282825326e-02 -3.475846257485459390e+00 -2.307827766543902470e+01
2.584422824150438003e-01 2.292315719588958078e+00 1.323347005324324499e+01
-1.364665908918580639e+00 -7.627778661442086161e-01 -5.964917611334562331e+00
-1.306317610678581875e+00 7.581310114487875396e+00 4.873189432955916089e+01
8.335161557298230717e-01 1.235343898076189939e-01 1.186097493856073992e+00
5.835590805976976769e-01 -8.342902648131149235e+00 -5.208720953359611627e+01
9.844610291568496319e-01 -7.887853296976317985e+00 -5.065917851356263668e+01
-1.549810598753201540e-01 -4.454528677982686702e+00 -2.701329874704429912e+01
-1.456627017098075738e+00 1.698774357581125827e+00 1.087686891457742355e+01
-2.013172606534357340e-02 1.577529866325897423e+01 9.960880797824921729e+01
1.159252855823664774e+00 3.581716289527705932e+00 2.394222660021990379e+01
5.102350182208132967e-01 -3.926056822594921947e+00 -2.564677854513924871e+01
1.783807123504583397e-02 6.391805233666008057e+00 3.839966797931967335e+01
-1.824598220396533188e+00 1.053533701961259439e+01 6.580877111424729264e+01
2.661772327416365158e-01 -6.858886146838143461e-01 -5.487044927296058638e+00
5.479262016201241758e-01 7.586571061797441118e+00 4.898064677824325486e+01
-4.546738534257316888e-01 -8.912782216954834524e+00 -5.766489834157214744e+01
-2.387426250659212545e-01 1.362979029296708688e+01 8.626329787065324695e+01
-9.632374528496558952e-01 -5.900293868553258214e+00 -3.661099492532675015e+01
-3.318643657029082261e-01 1.806471847036035694e+00 1.097091260622077158e+01
-2.965158192165679996e-01 -1.073218106648324444e+01 -6.898365336538775239e+01
-5.064000502657273195e-01 4.617827555692922026e+00 2.913181433870600401e+01
-6.435183216944423412e-01 4.042516886951865729e+00 2.643231808560979701e+01
-1.241848136584184248e+00 -1.967496683694748683e+01 -1.246683474563038061e+02
2.143985656805195150e-01 -1.340706145998821208e+00 -6.678543971717427752e+00
-8.671210063498900888e-01 -5.532364957954616358e+00 -3.511205251749169776e+01
1.869519245517361927e+00 3.475885645203304453e+00 2.380994251704978026e+01
-1.331982127979750796e+00 -1.226832850945388742e+01 -7.787592097392756330e+01
-9.240072744116448744e-01 1.643543498818487336e+01 1.061909136758009709e+02
-4.309574016764969318e-02 -2.088574695291503414e+00 -1.201695557760766953e+01
-3.957954560173265746e-01 -1.952910629880669990e+00 -1.333586629986337968e+01
-1.202734308970940386e-01 -7.010884678671688519e+00 -4.368097968112973462e+01
-2.759636411347029306e+00 7.343073415825932315e+00 4.681884963049289183e+01
-1.895673736376060514e+00 1.286319936003470410e+01 8.253894250860182069e+01
6.105406649098061855e-01 -1.013295928772813959e+01 -6.425386491599279282e+01
-9.749957612182358346e-02 -4.508682448000940646e+00 -2.761522563996914315e+01
-6.193433675132870020e-01 7.121893195045366554e+00 4.590562150045884238e+01
-1.857388287708162666e-01 3.917546562536783128e+00 2.426547225768707960e+01
4.241218623490939366e-01 -5.844761818360115768e+00 -3.805861882318383493e+01
3.025589519266183025e-01 2.966819344212026976e+00 1.840224459372084809e+01
-4.504663273140358665e-02 9.323466743398629575e+00 5.959747251547018720e+01
-1.021447071912504390e+00 -8.574235816781648367e+00 -5.423908508098312353e+01
2.251746311579704063e+00 3.950234384288995315e+00 2.462427144349176444e+01
-1.339224051761138679e+00 9.562994933937085662e+00 6.046411929769085702e+01
-9.012574694661578123e-01 1.242438378181937253e+00 8.895605576476482312e+00
-1.787747313182042275e+00 -5.125562447285782142e+00 -3.008203872158502890e+01
-6.258338391664385325e-01 6.646770161576101899e+00 4.176092466469323483e+01
-1.929915628008688655e+00 -4.159201404413923164e+00 -2.459406289116531497e+01
-9.936967250590694745e-01 2.154731961718164257e+01 1.361461549966710436e+02
3.497551387568466064e-01 -6.007804662868595713e+00 -3.740315737341525448e+01
-3.263289669270881266e-01 3.047852294404750584e+00 1.785949837228579185e+01
-4.945790936307684627e-01 1.166117903876835626e+01 7.423179368937245215e+01
-9.269764628390750882e-01 -3.262313684148769433e+00 -2.048253902672523097e+01
3.454480317552814927e-01 -1.051938289964900264e+01 -6.798571372575594296e+01
-9.736245798917926575e-02 -8.283454110592384012e+00 -5.373112303928223099e+01
-2.863867553979287384e-01 -8.164351236290160685e+00 -5.287455432971315616e+01
-5.731390080500510242e-01 -6.018676985095027909e+00 -3.669599486460271009e+01
5.694159771229420075e-01 -2.954639930076295995e-01 -3.905257371527943722e-01
-1.592548453207889736e+00 2.931086130838669757e+00 1.691417944523166028e+01
1.043847216556962998e+00 7.302429593833263510e+00 4.787068186394101588e+01
-3.742086600555907250e-01 4.131972471820454906e+00 2.573066506975649403e+01
-1.283539023958718994e+00 -1.308332502140371290e+01 -8.433245612287768722e+01
1.116873395498104493e+00 1.051247671654058102e+01 6.646819812641841452e+01
1.340947935794467583e-01 -4.073736136572255973e+00 -2.686680173622390555e+01
7.187964479313747879e-02 -1.361235341694076872e+01 -8.633769693845506765e+01
-8.458209501943536601e-02 3.162683616559029964e+00 2.114884388715627850e+01
-1.248932349321171476e+00 -2.212372796391162133e+00 -1.471510006416158234e+01
7.590093210579177407e-01 -3.579230901202746118e+00 -2.251445395879691702e+01
-7.659849277671330059e-01 -2.815512592718716789e+00 -1.982092676915537055e+01
-2.429780088996300602e+00 6.518641774435547376e+00 4.143322891745791026e+01
-9.105218190294843694e-01 -1.268516261336588347e+00 -8.161697972897487219e+00
-6.980128596653891737e-01 1.271879003045298662e+00 5.344936613879127663e+00
8.280719230865390967e-01 2.207625225893876220e+00 1.358303728744799876e+01
